col1,col2
Major League Baseball #MLB legend Shohei #Ohtani also known as “Shotime” will be paid in #cryptocurrencies and will… https://t.co/kF8Gcnn3LJ,2021-11-17 16:30:10+00:00
@nftpromo_ Look what I found! squid#1 collectible https://t.co/86WIXzmyAH #rarible #ethereum #flow #nonfungible… https://t.co/sgTUfsvsaW,2021-11-17 16:30:07+00:00
Oooooof. Coinbase nixed Lend to avoid this fight. but for Blockfi and Nexo it's their core product.  https://t.co/NolY7o72Vt,2021-11-17 16:30:04+00:00
"@yst_lee Open Sea Stranger
https://t.co/v7djG6M8PA",2021-11-17 16:30:03+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report https://t.co/9fGoUc8AhU https://t.co/PG19fV1E6F",2021-11-17 16:30:03+00:00
"BlockFi is facing scrutiny from the SEC following months of pushback from regulators in Texas, New Jersey, Alabama,… https://t.co/Gu3P6zBoo4",2021-11-17 16:30:03+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report https://t.co/Sl2oNjE4f6",2021-11-17 16:30:02+00:00
"Precio actual del #Bitcoin, #Ethereum y #Ripple

 1 $USD  = $20.69 MXN
 1 $BTC = $1,243,246.32 MXN
 1 $ETH = $86,99… https://t.co/RpXbG8p6zt",2021-11-17 16:30:02+00:00
"current price of #Ethereum : 4,195.97 USDT

last 15 min 
change : +0.13%
volatile : 1.11%

O : 4,190.52 USDT
H : 4,… https://t.co/J3pEM9ccpg",2021-11-17 16:30:01+00:00
"#Cryptocurrencies Current Prices:

#Bitcoin
$ 60002.47
€ 53144.79

#Ethereum
$ 4199.33
€ 3718.5

#Cardano
$ 1.8722… https://t.co/EJtO2IyC37",2021-11-17 16:30:01+00:00
"What can push #ethereum past $5,000?
https://t.co/qMiJmXMBSb",2021-11-17 16:30:00+00:00
"Ethereum subiu :) - R$ 23.135,34 às 13:30",2021-11-17 16:30:00+00:00
@pinnft_art Look what I found! squid#1 collectible https://t.co/86WIXzmyAH #rarible #ethereum #flow #nonfungible… https://t.co/ImnrI54Jne,2021-11-17 16:29:58+00:00
"@opensea Everything, I’m dreaming and learning everyday!! 

https://t.co/s92TWU8rtU",2021-11-17 16:29:58+00:00
@GlobalCrypto512 @cheqd_io I read Cheqd using its own network. Can this network be connected to other chains like B… https://t.co/CBihdH1ygA,2021-11-17 16:29:57+00:00
"Defi: The New Economy: (Nfts, Polkadot, Trading Crypto, Bitcoin, Staking Crypto, Invest Crypto, Ethereum, Blockchai… https://t.co/iS1GwfAwEN",2021-11-17 16:29:53+00:00
@crypto_bobby I’m pretty heavily allocated to the ethereum etf as well,2021-11-17 16:29:50+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report https://t.co/WqyCiChvf9",2021-11-17 16:29:48+00:00
@mythnft0 https://t.co/8a0TtBWQdk,2021-11-17 16:29:48+00:00
@cryptoBILLnfts Look what I found! squid#1 collectible https://t.co/86WIXzmyAH #rarible #ethereum #flow… https://t.co/taHnGaRW7y,2021-11-17 16:29:46+00:00
@kaylucard https://t.co/8a0TtBWQdk,2021-11-17 16:29:44+00:00
This surprises exactly no one. And I love the little detail that immediately after this stuff is posted cryptobros… https://t.co/adZPoxVjaz,2021-11-17 16:29:43+00:00
"I've just minted ""Cool Panda"" collectible! https://t.co/ZBYKNut6Yi #rarible #ethereum #flow #nonfungible… https://t.co/TjnfLcuzON",2021-11-17 16:29:43+00:00
"Guillaume Dietsch bought for 0.35 ETH (1461.37$) on the secondary market 

Season: 2021-2022
Level: 0
Serial: 41/10… https://t.co/gUBpNRXhFC",2021-11-17 16:29:37+00:00
@SleepyMintnie https://t.co/8a0TtBWQdk,2021-11-17 16:29:36+00:00
"🌏Just #mint 5 new sample of land #NFTs 25 units each at  0.01 #Ethereum on @rarible 🪱

https://t.co/xKe3UYG905",2021-11-17 16:29:35+00:00
"📸‼️SPECIAL EDITION‼️📸

🎇NEW🎇
SpecialEditionDystoWorld #
🌎16 Dystopian worlds🌎

AVAILABLE IN:… https://t.co/j9RvOvsnNO",2021-11-17 16:29:34+00:00
#cz_binance #ElonMusk #CoinMarketCap #Binance  #coinbase #Bitcoin #Ethereum  #mcuban #Tesla #Forbes #ForbesCrypto… https://t.co/FYbqVCTri8,2021-11-17 16:29:34+00:00
"#Cardano managed to pull in $16.4 million in weekly inflows this week, with its MTD flows now flashing a figure of… https://t.co/vLojz7sGdt",2021-11-17 16:29:33+00:00
@WhiteHouse @POTUS #NFTs https://t.co/0qY4Fj7vNs,2021-11-17 16:29:32+00:00
Liquid Neon Girlz 💚🪐⚡️ #neongirlz #liquid #NFTartists #NFTs #liquid #NFTLAUNCH #nft #girlz #neon #neonjungle… https://t.co/YB44IpQ8M0,2021-11-17 16:29:30+00:00
"@mattmedved Take a look at my 1/1 arts 

https://t.co/RI2dw68TMx",2021-11-17 16:29:29+00:00
"Dia 25/11 é dia de ação de graças nos USA, dia que as famílias descobrem e falam sobre #Bitcoin com as pessoas que… https://t.co/CVkpgTZdaO",2021-11-17 16:29:27+00:00
"@dksm73 @wildnetorg #DBA is live #DafriXchange Pro, #PancakeSwap, #Probit, #Latoken and #p2pb2b. Check it out… https://t.co/SHGSbc2ooN",2021-11-17 16:29:24+00:00
Look what I found! Crypto Hypnosis #6 collectible https://t.co/yXdaZQxXEs #rarible #ethereum #flow #nonfungible… https://t.co/NNgQGRkL2b,2021-11-17 16:29:22+00:00
This isn't the bearmarket crash. It is a black friday presale  #altcoin  #Bitcoin  #Ethereum  #Binance  #kraken  #Coinbase,2021-11-17 16:29:20+00:00
"Solana is now the third cryptocurrency on Bloomberg’s crypto terminal following Bitcoin and Ethereum.
In the second… https://t.co/fDxH7fv2lc",2021-11-17 16:29:19+00:00
@cryptogems555 @BabyDogeCoin @babydogearmys @ethereum @binance,2021-11-17 16:29:19+00:00
@UnknownCo123 https://t.co/8a0TtBWQdk,2021-11-17 16:29:19+00:00
"@matthew_d_green And of course they aren't actually storing the images on ""the blockchain"", just a URL because stor… https://t.co/fQITZ1aXgf",2021-11-17 16:29:18+00:00
"@nftpromo_ 🚀🎨 NFT-artwork ""It's not a match"" 😘😍

https://t.co/4rgavO2Mof

#NFTs #NFTartists #nftart #NFTCommmunity… https://t.co/ecI5nAFVgU",2021-11-17 16:29:17+00:00
@loopringorg Loopring is a fine L2 market place with low fees and all the security of Ethereum L1.  You can't lose with $LRC,2021-11-17 16:29:12+00:00
@CNBC #ethereum #cryptocurrencies,2021-11-17 16:29:09+00:00
"@TheNFTFocal Crypto Bois - (DLC) Collectibles

https://t.co/jwUoLGNkbJ

#rarible #ethereum #flow #nonfungible… https://t.co/xQ2oHa0NyF",2021-11-17 16:29:08+00:00
"🇮🇳 इथेरियम(ETH) आर्बिट्रेज संभावना ‼
  ✅BestAsk Exchange:Wazirx
  ⬇Price (BUY): 1ETH = 337,279 INR
  ✅BestBid Excha… https://t.co/b12s5RD9oD",2021-11-17 16:29:07+00:00
"Staked and patiently waiting.  #hex $hex 

https://t.co/pXWo1m8Aa6

#100xgem #100xGems #1inch #1CentDreamShib… https://t.co/rVSy8Hi0ru",2021-11-17 16:29:05+00:00
"Black Crypto Friday Sale has started on all Bitcoin, Ethereum, Litecoin, Shiba Inu and other crypto merchandise!… https://t.co/Eq9NHHbjaA",2021-11-17 16:29:00+00:00
@ApeSkyel https://t.co/3bD5mQe5oN,2021-11-17 16:28:57+00:00
"Bitcoin STRONG Above 60k (https://t.co/G51zv1nxDi Buys the LA Lakers) - 
https://t.co/DVmTnYN9C3 -… https://t.co/wkbiNdu6JO",2021-11-17 16:28:52+00:00
"Feeling bearish?

Prices of the top 10 #Crypto 1 year ago:

#Bitcoin: $17,645
#Ethereum: $480
#BNB :$28.17
#Solana:… https://t.co/3TKOgFTKcN",2021-11-17 16:28:49+00:00
"💥Another WIP teaser for you guys💥 

💥NEW BACKGROUND for our #y2123 #NFT characters🌏

Join our DISCORD to stay updat… https://t.co/nNRgXy7F6c",2021-11-17 16:28:47+00:00
Jk #ethereum https://t.co/SQCbTYD6gL,2021-11-17 16:28:44+00:00
ETHEREUM + ADA + BINANCE COIN - LUCRO BOM É LUCRO NO BOLSO #6 CRYPTO CRYPTO NEWS - https://t.co/4m1B9Molzo https://t.co/MCTmCYO2P7,2021-11-17 16:28:43+00:00
"Moss0214 found #ethereum in a Green vault at this location! Join me playing #coinhuntworld, It's awesome!… https://t.co/6dw8GNzK7j",2021-11-17 16:28:40+00:00
"@Abandons75 #Ethereum 

0x7793cECdDaDB596ce2A6114270c71f5C30227144",2021-11-17 16:28:39+00:00
Look what I found! squid#10 collectible https://t.co/08lRKPjIit #rarible #ethereum #flow #nonfungible #digitalasset #nft lewat @rarible,2021-11-17 16:28:37+00:00
Polygon layer-two Ethereum scaling solution has launched a zk-STARK scaling solution dubbed Miden VM to support the… https://t.co/JVY69ljYSB,2021-11-17 16:28:32+00:00
Look what I found! Crypto Hypnosis #7 collectible https://t.co/IQkpKyr8z7 #rarible #ethereum #flow #nonfungible… https://t.co/ZRCQWi2iKW,2021-11-17 16:28:30+00:00
"New project is upcoming soon be ready...

#nfts #nft #digitalart #art #cryptoart #artist #raredigitalart #ethereum… https://t.co/5DzCSOCuBU",2021-11-17 16:28:29+00:00
I just contributed to the @AcalaNetwork Crowdloan to get my piece of the Ethereum-compatible DeFi and liquidity hub… https://t.co/c3GOX26REV,2021-11-17 16:28:24+00:00
"@ethereum_max @cryptocom @cryptocom @ethereum_max #Emax🔥♦️🚀
Let's goo",2021-11-17 16:28:22+00:00
@sifchain @unizen_io @ethereum @THORChain @JunoNetwork 1 - ZCX,2021-11-17 16:28:15+00:00
#NFTGiveaway #NFTs #BoredApeYachtClub #opensea #OpenSeaNFT #airnfts #PlayToEarn #bsc #BNB #Bitcoin #Ethereum… https://t.co/f36bJ0WQ01,2021-11-17 16:28:13+00:00
"@tokenviz #DBA is live #DafriXchange Pro, #PancakeSwap, #Probit, #Latoken and #p2pb2b. Check it out #Coingecko and… https://t.co/PCziVhSUgU",2021-11-17 16:28:11+00:00
"@Ralvero I'm bullish on $MFI, they are about to launch their #Metadex.MetaDex may be the first #Dex aggregator out… https://t.co/a44AqffNWr",2021-11-17 16:28:07+00:00
"@Coinmatik1 ve 1.000.000 ALPA, #Ethereum'da kısa süre önce basıldı ve ALPA BSC-Ethereum Çapraz Zincir Köprüsüne ekl… https://t.co/wsv55MxhFJ",2021-11-17 16:28:04+00:00
Its the year 3333. Humans have vanished from earth and are living on different blockchains. Only six blockchains ha… https://t.co/NwkOrhgTfu,2021-11-17 16:28:03+00:00
"@alperenkik @OzmenVeskan
 @velitkll
 @AhmetDeniz2221
 #ShibainuCoin #shiba #dogecoin #BTC #Ethereum #kripto #kishu… https://t.co/eJEu7JhMrk",2021-11-17 16:28:01+00:00
Seeing people selling there $Saita for the hype of the week. Yeah I’m not selling any I’m good I’m just gonna thank… https://t.co/xsHhYOEDDh,2021-11-17 16:27:57+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report https://t.co/S6nYL9KWF3",2021-11-17 16:27:57+00:00
Look what I found! Crypto Hypnosis #8 collectible https://t.co/GxISxzTWng #rarible #ethereum #flow #nonfungible… https://t.co/gjKveADOUA,2021-11-17 16:27:56+00:00
"WASSSSAAAAAAAP?

#doge $doge #dogecoin #dogecoinarmy #DogeToTheMoon #dogearmy  #altseason #bitcoin #btc $btc… https://t.co/acJ4jz1YCg",2021-11-17 16:27:54+00:00
@ChrisJBakke Supposedly gas fees used to be 1cent or something… now because of “the success of ethereum” they are h… https://t.co/VWkXbxxmOL,2021-11-17 16:27:54+00:00
"@yst_lee Calm Evening Waters
https://t.co/9rJF14bnbK",2021-11-17 16:27:54+00:00
@LeMortBot @magamagalu Ethereum vai vir em uma crescente logo logo,2021-11-17 16:27:54+00:00
Comment et quand l’Ethereum atteindra-t-il 5 000 $ ? https://t.co/gxdW2T3iNj,2021-11-17 16:27:52+00:00
"🇬🇧 Do you think the #NFTs will have a future?

🇫🇷 Croyez-vous que les #NFTs auront un avenir ?

#Metamon… https://t.co/QcPDTN2pHC",2021-11-17 16:27:50+00:00
"@johangillman @KristerThelin Ethereum? Minade det ett tag med 3 grafikkort, men lät så illa så jag kunde inte sova, så det föll😅",2021-11-17 16:27:42+00:00
"@Zelig019 @MCChampionship_ my ethereum trade made fat profits from the trade signals from Mrs Robin, thanks to her… https://t.co/FIwhK0PVr9",2021-11-17 16:27:41+00:00
@rainbowtokenbsc Rainbow token ilerde isminden çok söz ettirecek bı bakın derim #BTC #BNB #Ethereum #shibainu #cryptocurrency,2021-11-17 16:27:35+00:00
@altugisler Ülkecek #Ethereum u para birimi olarak kabul edebiliriz. Dedemizden teyzemize artık herkes #Bitcoin i t… https://t.co/dNamHhsPjm,2021-11-17 16:27:28+00:00
Look what I found! Crypto Hypnosis #9 collectible https://t.co/a74JejXS9c #rarible #ethereum #flow #nonfungible… https://t.co/Fctnz2TKTz,2021-11-17 16:27:21+00:00
@Orion__Research @ethereum @Orion__Trading @OrionDepp Done 👍🏻 Please let me win ❤️🙏🏻,2021-11-17 16:27:21+00:00
#NFTGiveaway #NFTs #BoredApeYachtClub #opensea #OpenSeaNFT #airnfts #PlayToEarn #bsc #BNB #Bitcoin #Ethereum… https://t.co/GFgaLoESoJ,2021-11-17 16:27:21+00:00
"🚀​ Moonbeam will bring thousands of new users &amp; developers into the Polkadot ecosystem
Moonbeam is the easiest on-r… https://t.co/Vs9N4aMVUo",2021-11-17 16:27:20+00:00
"@XYOPepe #DBA is live #DafriXchange Pro, #PancakeSwap, #Probit, #Latoken and #p2pb2b. Check it out #Coingecko and l… https://t.co/wHlFwLwgod",2021-11-17 16:27:20+00:00
"TOP 5 BEST NFT Marketplaces: On Ethereum, Solana &amp; Flow!! 💯 https://t.co/I26xYBVyLx via @YouTube",2021-11-17 16:27:19+00:00
Every Crypto holder has a duty to stand up against the SEC'S systemic abuse of power and historic authoritarian ove… https://t.co/PVxhb04zJK,2021-11-17 16:27:19+00:00
"👋 @Chainflip when #bridge for @PulsechainCom ?

#Pulsechain EVM #Ethereum fork Proof of Stake Authority where your… https://t.co/j5gIJ5yOc1",2021-11-17 16:27:16+00:00
#art #NFTdrop #NFTs #NFTGiveaway  #nftartist #nftcommunity #graphicart #graphicdesign #opensea #openseanft… https://t.co/qHzjnOulEB,2021-11-17 16:27:15+00:00
@ethereum_max @cryptocom EMAX is a scam lol,2021-11-17 16:27:12+00:00
"🇮🇳 इथेरियम(ETH) आर्बिट्रेज संभावना ‼
  ✅BestAsk Exchange:Wazirx
  ⬇Price (BUY): 1ETH = 337,400 INR
  ✅BestBid Excha… https://t.co/FgQH8nAosO",2021-11-17 16:27:07+00:00
"just take two paths today: hold or buy

#multi_faces #cryptocurrencies #NFTCommunity #BNB #Bitcoin #Ethereum #SOL… https://t.co/onRD1YGJzT",2021-11-17 16:27:07+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report : https://t.co/HKXckChnK5 https://t.co/KVCj6Imkon",2021-11-17 16:27:04+00:00
Ethereum Foundation Announces $1M In Grants For Blockchain Advocacy And Edu https://t.co/cYRvKm0YeO,2021-11-17 16:27:02+00:00
CryptoPeop #0159 is available on @opensea ! #nfts #nft #nftart #nftartist #nftcollector #cryptoart #digitalart… https://t.co/BYyoEcvsEY,2021-11-17 16:27:00+00:00
@DWszystkiego Look what I found! Diva Kat  collectible https://t.co/sbDD887yf0 #rarible #ethereum #flow… https://t.co/t7dbsoY8hN,2021-11-17 16:26:51+00:00
"Top 10 Coins by Social Volume over the last 24 hrs on LunarCrush!

Bitcoin
Ethereum
Shiba Inu
PancakeSwap
Dogecoin… https://t.co/ylGaDJBxVc",2021-11-17 16:26:49+00:00
"@catena_x
 $CEX #catenax #catenaxcrypto #binance #ethereum #cryptocurrency #altcoin #defi #cryptocurrencynews… https://t.co/KOUQYWzW3D",2021-11-17 16:26:48+00:00
"If people are looking where to move money from their ATH top crypto, were here! If you're looking for a project wit… https://t.co/ki7IEftsTL",2021-11-17 16:26:42+00:00
Look what I found! Crypto Hypnosis #10 collectible https://t.co/56eLSzuzK6 #rarible #ethereum #flow #nonfungible… https://t.co/eEdvotJt78,2021-11-17 16:26:40+00:00
You may purchase my squid#9 NFT on Rarible now https://t.co/W73opFQbsk #rarible #ethereum #flow #nonfungible… https://t.co/5Sv0wTembO,2021-11-17 16:26:38+00:00
#ADA #Cardano #CryptocurrencyNews #CryptoInvestment #cryptocurrency #blockchain #Bitcoin #Ethereum #cryptotrading https://t.co/ZomSRiQRtP,2021-11-17 16:26:38+00:00
Requesting faucet funds into 0x0000000000000000000000000000000000000000 on the #Rinkeby #Ethereum test network.,2021-11-17 16:26:36+00:00
"No One Can Replace Ethereum And Bitcoin, Says Co-Founder Of Solana

#Solana #Ethereum #BTC #Bitcoin #Cryptocurrency… https://t.co/3fmCVzUr0G",2021-11-17 16:26:36+00:00
#NFTGiveaway #NFTs #BoredApeYachtClub #opensea #OpenSeaNFT #airnfts #PlayToEarn #bsc #BNB #Bitcoin #Ethereum… https://t.co/e4J8oCd7LG,2021-11-17 16:26:33+00:00
"Ethereum is scaling with ZK rollups! Check out @CurveFinance on @zksync smart contracts testnet.

👉👉… https://t.co/nFOd6c8HL1",2021-11-17 16:26:31+00:00
the DeFi markets on ethereum over a year ago. some estimates of the global derivative markets are upwards of $500T.… https://t.co/XG4NEcBJn3,2021-11-17 16:26:31+00:00
@MrsMarlaa Thanks for this opportunity to share my my #NFT with you. #NFTCommunity #NFTcollectibles #nftcollectors… https://t.co/6POveUlJT7,2021-11-17 16:26:31+00:00
#VeChain reached a milestone in its six-year history by upgrading its VeChainThor mainnet to the first phase of the… https://t.co/MjnCaECk7F,2021-11-17 16:26:25+00:00
@mufc_token That's a really amazing project. I'm so excited and happy to be participating in this project. I hope t… https://t.co/6Z3DhZOGXs,2021-11-17 16:26:22+00:00
Requesting faucet funds into 0x9E766E8E2d6f8408d3003775e530269438e211D7 on the #Rinkeby #Ethereum test network.,2021-11-17 16:26:17+00:00
"How to Purchase Bitcoin

An Introduction to Bitcoin Digital Currency https://t.co/PaWU2ebPDR

#bitcoin… https://t.co/20hDiAiZ4O",2021-11-17 16:26:15+00:00
"@vampircatcastle @USDTBNBFUTURE
@negaranfts
@Amirudi03596221

#NFT #NFTs #NFTGiveaway #NFTGiveaways #NFTdrop… https://t.co/RHxLmVzffF",2021-11-17 16:26:08+00:00
"@ethsedys #DBA is live #DafriXchange Pro, #PancakeSwap, #Probit, #Latoken and #p2pb2b. Check it out #Coingecko and… https://t.co/mMtJ56BPfZ",2021-11-17 16:26:07+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report (via @decryptmedia) https://t.co/sDw6PhIWh0",2021-11-17 16:26:03+00:00
"Just HODL Your 🦊 FOXPPCOIN token in your wallet and wait for the Moon. 
#NewCoin #TokenSale #Tokenlaunch #newtoken… https://t.co/VNHofCqisT",2021-11-17 16:25:59+00:00
@SnakeBitken @Tether_to @paoloardoino Yes in the sense that it allows LN tokens! But no in the sense that RGB basic… https://t.co/onxYfcynyW,2021-11-17 16:25:58+00:00
"BlockFi Under SEC Review Over High-Yield Bitcoin, Ethereum Products: Report https://t.co/bugzBtsD4O",2021-11-17 16:25:58+00:00
"Crypto Prices (USD/₿)

Bitcoin ➨ $59767.2343➷
Ethereum ➨ $4172.7062➷
Binance ➨ $571.8981➶
Cardano ➨ $1.8631➶
Doge ➨… https://t.co/aHxo6hmpkR",2021-11-17 16:25:56+00:00
